frame.number,frame.time_relative,ip.src,ip.dst,udp.length,udp.srcport,udp.dstport,dns.flags.response,dns.flags.rcode,dns.qry.name,dns.qry.name.len,dns.count.labels,dns.qry.type,dns.qry.class,dns.count.queries,dns.count.answers,dns.count.auth_rr,dns.count.add_rr,dns.resp.name,dns.resp.len,dns.resp.ttl
55,28.323000000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.5ba7017c0fe9fb6b67bd5a0093fde37b86,41,2,5,0x00000001,1,0,0,0,,,
56,28.323715000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.5ba7017c0fe9fb6b67bd5a0093fde37b86,41,2,5,0x00000001,1,1,0,0,dnscat.5ba7017c0fe9fb6b67bd5a0093fde37b86,43,60
57,29.372096000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.4095017c0f1a35d930ee3e0094641691fa,41,2,16,0x00000001,1,0,0,0,,,
58,29.372976000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.4095017c0f1a35d930ee3e0094641691fa,41,2,16,0x00000001,1,1,0,0,dnscat.4095017c0f1a35d930ee3e0094641691fa,35,60
59,30.421247000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.5a9b017c0f12353793df17009561502c0b,41,2,15,0x00000001,1,0,0,0,,,
60,30.421820000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.5a9b017c0f12353793df17009561502c0b,41,2,15,0x00000001,1,1,0,0,dnscat.5a9b017c0f12353793df17009561502c0b,45,60
61,31.468460000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.2521017c0f435abda906ff00964ad2d66f,41,2,5,0x00000001,1,0,0,0,,,
62,31.469041000,172.16.249.68,110.185.233.150,171,53,57251,1,0,dnscat.2521017c0f435abda906ff00964ad2d66f,41,2,5,0x00000001,1,1,0,0,dnscat.2521017c0f435abda906ff00964ad2d66f,92,60
63,31.636396000,110.185.233.150,172.16.249.68,181,57251,53,0,,dnscat.0783036b8c00000000792f5f5d0ef856b53b9da60de91c17f3f23a1a6c52.9ea5303f008e6460678d2582fc5a00409e96c711cfb8c4f085b6fe802140.67650652e1d9a4cf3fc3d222d1,155,4,5,0x00000001,1,0,0,0,,,
64,31.738373000,110.185.233.150,172.16.249.68,87,57251,53,0,,dnscat.6e17017c0fe0267ba064210097df95bd7e20776ec5daea42d57c30,61,2,15,0x00000001,1,0,0,0,,,
